"Status","Date and Time","Response Time (ms)","Error","Location"
"up","10/17/2017 02:17:28AM","133 ms","OK","Los Angeles 2 (CA)"
"up","10/17/2017 02:16:28AM","310 ms","OK","Atlanta (GA)"
"up","10/17/2017 02:15:28AM","73 ms","OK","London 3 (UK)"
"up","10/17/2017 02:14:28AM","99 ms","OK","Amsterdam 4 (Netherlands)"
"up","10/17/2017 02:13:28AM","175 ms","OK","Vienna (Austria)"
"up","10/17/2017 02:12:28AM","91 ms","OK","Strasbourg 5 (France)"
"up","10/17/2017 02:11:28AM","106 ms","OK","Frankfurt (Germany)"
"up","10/17/2017 02:10:28AM","112 ms","OK","London (UK)"
"up","10/17/2017 02:09:28AM","342 ms","OK","Chicago (IL)"
"up","10/17/2017 02:08:28AM","73 ms","OK","St. Louis 3 (MO)"
"up","10/17/2017 02:07:28AM","138 ms","OK","Los Angeles 2 (CA)"
"up","10/17/2017 02:06:28AM","318 ms","OK","Atlanta (GA)"
"up","10/17/2017 02:05:28AM","836 ms","OK","London 3 (UK)"
"up","10/17/2017 02:04:28AM","125 ms","OK","Amsterdam 4 (Netherlands)"
"up","10/17/2017 02:03:28AM","182 ms","OK","Vienna (Austria)"
"up","10/17/2017 02:02:28AM","94 ms","OK","Strasbourg 5 (France)"
"up","10/17/2017 02:01:28AM","204 ms","OK","Frankfurt (Germany)"
"up","10/17/2017 02:00:28AM","187 ms","OK","London (UK)"
"up","10/17/2017 01:59:28AM","197 ms","OK","Chicago (IL)"
"up","10/17/2017 01:58:28AM","100 ms","OK","St. Louis 3 (MO)"
"up","10/17/2017 01:57:28AM","114 ms","OK","Los Angeles 2 (CA)"
"up","10/17/2017 01:56:28AM","311 ms","OK","Atlanta (GA)"
"up","10/17/2017 01:55:28AM","79 ms","OK","London 3 (UK)"
"up","10/17/2017 01:54:28AM","101 ms","OK","Amsterdam 4 (Netherlands)"
"up","10/17/2017 01:53:28AM","770 ms","OK","Vienna (Austria)"
"up","10/17/2017 01:52:28AM","198 ms","OK","Strasbourg 5 (France)"
"up","10/17/2017 01:51:28AM","738 ms","OK","Frankfurt (Germany)"
"up","10/17/2017 01:50:28AM","90 ms","OK","London (UK)"
"up","10/17/2017 01:49:28AM","359 ms","OK","Chicago (IL)"
"up","10/17/2017 01:48:28AM","82 ms","OK","St. Louis 3 (MO)"
"up","10/17/2017 01:47:28AM","119 ms","OK","Los Angeles 2 (CA)"
"up","10/17/2017 01:46:28AM","311 ms","OK","Atlanta (GA)"
"up","10/17/2017 01:45:28AM","63 ms","OK","London 3 (UK)"
"up","10/17/2017 01:44:28AM","112 ms","OK","Amsterdam 4 (Netherlands)"
"up","10/17/2017 01:43:28AM","195 ms","OK","Vienna (Austria)"
