"Status","Date and Time","Response Time (ms)","Error","Location"
"up","10/12/2017 07:58:58PM","152 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 07:57:58PM","164 ms","OK","Dallas (TX)"
"up","10/12/2017 07:56:58PM","205 ms","OK","Seattle 2)"
"up","10/12/2017 07:55:58PM","82 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 07:54:58PM","117 ms","OK","Matawan (NJ)"
"up","10/12/2017 07:53:58PM","63 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 07:52:58PM","171 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 07:51:58PM","143 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 07:50:58PM","68 ms","OK","Los Angeles (CA)"
"up","10/12/2017 07:49:58PM","95 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 07:48:58PM","176 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 07:47:58PM","191 ms","OK","Dallas (TX)"
"up","10/12/2017 07:46:58PM","245 ms","OK","Seattle 2)"
"up","10/12/2017 07:45:58PM","79 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 07:44:58PM","113 ms","OK","Matawan (NJ)"
"up","10/12/2017 07:43:58PM","41 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 07:42:58PM","184 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 07:41:58PM","115 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 07:40:58PM","44 ms","OK","Los Angeles (CA)"
"up","10/12/2017 07:39:58PM","97 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 07:38:58PM","160 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 07:37:58PM","220 ms","OK","Dallas (TX)"
"up","10/12/2017 07:36:58PM","142 ms","OK","Seattle 2)"
"up","10/12/2017 07:35:58PM","103 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 07:34:58PM","222 ms","OK","Matawan (NJ)"
"up","10/12/2017 07:33:58PM","107 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 07:32:58PM","200 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 07:31:58PM","322 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 07:30:58PM","39 ms","OK","Los Angeles (CA)"
"up","10/12/2017 07:29:58PM","91 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 07:28:58PM","133 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 07:27:58PM","114 ms","OK","Dallas (TX)"
"up","10/12/2017 07:26:58PM","293 ms","OK","Seattle 2)"
"up","10/12/2017 07:25:58PM","80 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 07:24:58PM","120 ms","OK","Matawan (NJ)"
"up","10/12/2017 07:23:58PM","37 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 07:22:58PM","181 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 07:21:58PM","156 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 07:20:58PM","41 ms","OK","Los Angeles (CA)"
"up","10/12/2017 07:19:58PM","99 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 07:18:58PM","145 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 07:17:58PM","138 ms","OK","Dallas (TX)"
"up","10/12/2017 07:16:58PM","197 ms","OK","Seattle 2)"
"up","10/12/2017 07:15:58PM","56 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 07:14:58PM","84 ms","OK","Matawan (NJ)"
"up","10/12/2017 07:13:58PM","63 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 07:12:58PM","200 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 07:11:58PM","271 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 07:10:58PM","37 ms","OK","Los Angeles (CA)"
"up","10/12/2017 07:09:58PM","127 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 07:08:58PM","158 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 07:07:58PM","89 ms","OK","Dallas (TX)"
"up","10/12/2017 07:06:58PM","251 ms","OK","Seattle 2)"
"up","10/12/2017 07:05:58PM","72 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 07:04:58PM","105 ms","OK","Matawan (NJ)"
"up","10/12/2017 07:03:58PM","47 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 07:02:58PM","180 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 07:01:58PM","140 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 07:00:58PM","39 ms","OK","Los Angeles (CA)"
"up","10/12/2017 06:59:58PM","87 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 06:58:58PM","159 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 06:57:58PM","291 ms","OK","Dallas (TX)"
"up","10/12/2017 06:56:58PM","236 ms","OK","Seattle 2)"
"up","10/12/2017 06:55:58PM","81 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 06:54:58PM","120 ms","OK","Matawan (NJ)"
"up","10/12/2017 06:53:58PM","29 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 06:52:58PM","214 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 06:51:58PM","138 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 06:50:58PM","55 ms","OK","Los Angeles (CA)"
"up","10/12/2017 06:49:58PM","110 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 06:48:58PM","310 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 06:47:58PM","91 ms","OK","Dallas (TX)"
"up","10/12/2017 06:46:58PM","203 ms","OK","Seattle 2)"
"up","10/12/2017 06:45:58PM","154 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 06:44:58PM","109 ms","OK","Matawan (NJ)"
"up","10/12/2017 06:43:58PM","26 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 06:42:58PM","96 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 06:41:58PM","66 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 06:40:58PM","52 ms","OK","Los Angeles (CA)"
"up","10/12/2017 06:39:58PM","95 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 06:38:58PM","151 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 06:37:58PM","152 ms","OK","Dallas (TX)"
"up","10/12/2017 06:36:58PM","193 ms","OK","Seattle 2)"
"up","10/12/2017 06:35:58PM","81 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 06:34:58PM","218 ms","OK","Matawan (NJ)"
"up","10/12/2017 06:33:58PM","46 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 06:32:58PM","170 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 06:31:58PM","168 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 06:30:58PM","49 ms","OK","Los Angeles (CA)"
"up","10/12/2017 06:29:58PM","101 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 06:28:58PM","147 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 06:27:58PM","179 ms","OK","Dallas (TX)"
"up","10/12/2017 06:26:58PM","265 ms","OK","Seattle 2)"
"up","10/12/2017 06:25:58PM","61 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 06:24:58PM","149 ms","OK","Matawan (NJ)"
"up","10/12/2017 06:23:58PM","46 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 06:22:58PM","155 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 06:21:58PM","73 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 06:20:58PM","68 ms","OK","Los Angeles (CA)"
"up","10/12/2017 06:19:58PM","112 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 06:18:58PM","144 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 06:17:58PM","289 ms","OK","Dallas (TX)"
"up","10/12/2017 06:16:58PM","102 ms","OK","Seattle 2)"
"up","10/12/2017 06:15:58PM","61 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 06:14:58PM","119 ms","OK","Matawan (NJ)"
"up","10/12/2017 06:13:58PM","36 ms","OK","Stockholm 3 (Sweden)"
"up","10/12/2017 06:12:58PM","165 ms","OK","Falkenberg (Sweden)"
"up","10/12/2017 06:11:58PM","223 ms","OK","Tampa 2 (FL)"
"up","10/12/2017 06:10:58PM","51 ms","OK","Los Angeles (CA)"
"up","10/12/2017 06:09:58PM","114 ms","OK","Las Vegas 3 (NV)"
"up","10/12/2017 06:08:58PM","160 ms","OK","Charlotte 2 (NC)"
"up","10/12/2017 06:07:58PM","189 ms","OK","Dallas (TX)"
"up","10/12/2017 06:06:58PM","116 ms","OK","Seattle 2)"
"up","10/12/2017 06:05:58PM","123 ms","OK","Strasbourg 6 (France)"
"up","10/12/2017 06:04:58PM","198 ms","OK","Matawan (NJ)"
"up","10/12/2017 06:03:58PM","75 ms","OK","Stockholm 3 (Sweden)"
